location,condition,Listed_date,Listed_time,drive,fuel,lat,long,odometer,paint color,price,size,title status,transmission,type,year make model,cylinders,year,make,re_model,MODELS
dallas,like new,29-05-2022,11;57,fwd,gas,33.3445,-96.5639,37502,white,34800,full-size,clean,automatic,SUV,2019 chevrolet traverse lt,6,2019,chevrolet,chevrolet traverse lt,traverse lt
dallas,excellent,29-05-2022,11;56,rwd,gas,33.009527,-96.184101,2500,red,32500,full-size,clean,automatic,truck,1985 Chevrolet C10,8,1985,Chevrolet,Chevrolet C10,C10
dallas,excellent,29-05-2022,11;56,,gas,32.7086,-96.7955,150000,,5000,,clean,automatic,,2009 buick lacrosse CXL,,2009,buick,buick lacrosse CXL,lacrosse CXL
dallas,excellent,29-05-2022,11;52,4wd,gas,38.614952,-121.271667,117000,,26999,,clean,automatic,truck,"2012 Toyota Tundra * 117,000",8,2012,Toyota,"Toyota Tundra * 117,000","Tundra * 117,000"
dallas,excellent,29-05-2022,11;51,,gas,32.9673,-96.9805,30000,,15000,,clean,automatic,,2020 toyota camry,4,2020,toyota,toyota camry,camry
dallas,,29-05-2022,11;51,4wd,other,32.95296,-96.832689,92488,silver,61895,,clean,automatic,pickup,2017 FORD F-350,,2017,Ford,FORD F-350,F-350
dallas,excellent,29-05-2022,11;42,4wd,gas,38.614952,-121.271667,121000,,17999,,clean,automatic,truck,"2011 Chevrolet Avalanche LT* 121,",8,2011,Chevrolet,"Chevrolet Avalanche LT* 121,","Avalanche LT* 121,"
dallas,excellent,29-05-2022,11;33,rwd,diesel,32.5072,-97.9536,155931,brown,23500,full-size,clean,automatic,pickup,1997 dodge ram 2500,6,1997,dodge,dodge ram 2500,ram 2500
dallas,excellent,29-05-2022,11;33,,gas,38.614952,-121.271667,72000,,9999,,clean,automatic,SUV,"2001 Lexus RX 300 RX300 * 72,000",6,2001,Lexus,"Lexus RX 300 RX300 * 72,000","RX 300 RX300 * 72,000"
dallas,,29-05-2022,11;26,4wd,other,32.95296,-96.832689,129164,white,53995,,clean,automatic,pickup,2016 RAM 2500,,2016,RAM,RAM 2500,2500
dallas,excellent,29-05-2022,11;22,4wd,gas,38.614952,-121.271667,103000,,12999,,clean,automatic,truck,"2000 Ford F-150 F150 F 150 ** 103,",8,2000,Ford,"Ford F-150 F150 F 150 ** 103,","F-150 F150 F 150 ** 103,"
dallas,excellent,29-05-2022,11;12,4wd,gas,38.614952,-121.271667,80000,,36999,,clean,automatic,truck,"2017 Ford F-150 F150 F 150 ** 80,",6,2017,Ford,"Ford F-150 F150 F 150 ** 80,","F-150 F150 F 150 ** 80,"
dallas,,29-05-2022,11;11,,gas,33.0532,-96.9999,170,,9700,,clean,automatic,,2007 Lexus LS460,,2007,Lexus,Lexus LS460,LS460
dallas,,29-05-2022,11;11,rwd,diesel,26.244645,-80.150704,188376,white,36900,,clean,automatic,,2012 Ram 5500,6,2012,Ram,Ram 5500,5500
dallas,,29-05-2022,11;10,,gas,33.0198,-96.9925,150,,5900,,clean,automatic,,2009 Mazda 6,,2009,Mazda,Mazda 6,6
dallas,excellent,29-05-2022,11;07,4wd,diesel,38.614952,-121.271667,84000,,16999,,clean,automatic,SUV,2010 Mercedes-Benz ML 350 ML350,6,2010,Mercedes-Benz,Mercedes-Benz ML 350 ML350,ML 350 ML350
dallas,,29-05-2022,11;04,,gas,33.3563,-97.1814,100000,,2800,,clean,automatic,,1985 chevrolet silverado,,1985,chevrolet,chevrolet silverado,silverado
dallas,excellent,29-05-2022,11;02,rwd,gas,33.0268,-97.1193,73600,white,53500,full-size,clean,automatic,van,2015 chevrolet express 2500,8,2015,chevrolet,chevrolet express 2500,express 2500
dallas,,29-05-2022,11;01,4wd,other,32.95296,-96.832689,60748,black,77995,,clean,automatic,pickup,2019 FORD F-250,,2019,FORD,FORD F-250,F-250
dallas,excellent,29-05-2022,11;01,rwd,gas,33.0268,-97.1193,73600,white,53500,full-size,clean,automatic,van,2015 chevrolet express 2500,8,2015,chevrolet,chevrolet express 2500,express 2500
dallas,,29-05-2022,10;59,,gas,33.0198,-96.9925,148,,12900,,clean,automatic,,2016 Jeep Renegade Trailhawk,,2016,Jeep,Jeep Renegade Trailhawk,Renegade Trailhawk
dallas,good,29-05-2022,10;54,fwd,gas,32.8917,-96.8947,145600,grey,9800,compact,clean,manual,hatchback,2010 2010 mazda speed 3,4,2010,mazda,2010 mazda speed 3,mazda speed 3
dallas,excellent,29-05-2022,10;52,4wd,gas,38.614952,-121.271667,86000,,15999,,clean,automatic,SUV,2011 BMW X5 xDrive35i Premium AWD,6,2011,BMW,BMW X5 xDrive35i Premium AWD,X5 xDrive35i Premium AWD
dallas,like new,29-05-2022,10;45,rwd,gas,32.735852,-97.138257,140375,black,14000,full-size,clean,automatic,sedan,2006 chrysler 300 srt8,8,2006,chrysler,chrysler 300 srt8,300 srt8
dallas,excellent,29-05-2022,10;42,4wd,gas,38.614952,-121.271667,90000,,12999,,clean,automatic,truck,"2002 Dodge Dakota SLT* 90,000",8,2002,Dodge,"Dodge Dakota SLT* 90,000","Dakota SLT* 90,000"
dallas,fair,29-05-2022,10;37,fwd,gas,29.6947,-95.6511,79950,blue,9000,full-size,clean,automatic,coupe,1971 ford mustang,8,1971,ford,ford mustang,mustang
dallas,,29-05-2022,10;36,,gas,32.7065,-97.3375,163000,blue,800,,clean,automatic,truck,1995 dodge ram 1500,,1995,dodge,dodge ram 1500,ram 1500
dallas,,29-05-2022,10;36,fwd,other,32.95296,-96.832689,101725,black,28995,,clean,automatic,pickup,2017 CHEVROLET SILVERADO,,2017,CHEVROLET,CHEVROLET SILVERADO,SILVERADO
dallas,excellent,29-05-2022,10;35,rwd,gas,33.1377,-96.7524,42000,custom,36000,full-size,clean,automatic,SUV,2013 cadillac escalade,8,2013,cadillac,cadillac escalade,escalade
dallas,excellent,29-05-2022,10;33,4wd,gas,38.614952,-121.271667,89000,,29999,,clean,automatic,truck,"2008 Toyota Tundra LIMITED* 89,000",8,2008,Toyota,"Toyota Tundra LIMITED* 89,000","Tundra LIMITED* 89,000"
dallas,,29-05-2022,10;33,,gas,32.856633,-96.775732,160812,,9500,,clean,automatic,,2003 2003 GMC Yukon,,2003,GMC,2003 GMC Yukon,GMC Yukon
dallas,good,29-05-2022,10;27,fwd,hybrid,32.75,-97.33,98118,blue,15590,,clean,automatic,hatchback,2012 Toyota Prius c One Hatchback 4D,,2012,Toyota,Toyota Prius c One Hatchback 4D,Prius c One Hatchback 4D
dallas,excellent,29-05-2022,10;22,4wd,gas,38.614952,-121.271667,62000,,34999,,clean,automatic,truck,"2013 Toyota Tundra Platinum ** 62,",8,2013,Toyota,"Toyota Tundra Platinum ** 62,","Tundra Platinum ** 62,"
dallas,good,29-05-2022,10;13,,other,33.04,-96.98,53210,silver,24590,,clean,other,other,2012 Ford Expedition XLT Sport,8,2012,Ford,Ford Expedition XLT Sport,Expedition XLT Sport
dallas,good,29-05-2022,10;11,fwd,hybrid,32.69,-97.12,48736,white,31990,,clean,automatic,wagon,2018 Audi A3 Sportback e-tron Premium,,2018,Audi,Audi A3 Sportback e-tron Premium,A3 Sportback e-tron Premium
dallas,excellent,29-05-2022,10;12,4wd,gas,38.614952,-121.271667,45000,,35999,,clean,automatic,truck,"2014 Toyota Tundra * 45,000",8,2014,Toyota,"Toyota Tundra * 45,000","Tundra * 45,000"
dallas,,29-05-2022,10;11,fwd,other,32.95296,-96.832689,49048,white,55995,,clean,automatic,other,2006 CHEVROLET C4,,2006,CHEVROLET,CHEVROLET C4,C4
dallas,excellent,29-05-2022,10;10,4wd,gas,33.583503,-98.227386,117500,brown,32500,full-size,clean,automatic,pickup,2013 GMC SLE Z71 2500HD,8,2013,GMC,GMC SLE Z71 2500HD,SLE Z71 2500HD
dallas,good,29-05-2022,10;07,fwd,hybrid,32.75,-97.33,50361,black,23990,,clean,automatic,sedan,2017 Toyota Camry Hybrid LE Sedan 4D,,2017,Toyota,Toyota Camry Hybrid LE Sedan 4D,Camry Hybrid LE Sedan 4D
dallas,good,29-05-2022,10;07,rwd,gas,32.75,-97.33,17818,white,16590,,clean,automatic,coupe,2015 smart fortwo Pure Hatchback,,2015,smart,smart fortwo Pure Hatchback,fortwo Pure Hatchback
dallas,excellent,29-05-2022,10;04,4wd,gas,38.614952,-121.271667,48000,,14999,,clean,automatic,truck,"2001 Ford F-150 F150 F 150 ** 48,",8,2001,Ford,"Ford F-150 F150 F 150 ** 48,","F-150 F150 F 150 ** 48,"
dallas,,29-05-2022,10;02,,gas,33.0119,-96.8886,89000,,13990,,rebuilt,automatic,convertible,2014 lexus is250 convertible,,2014,lexus,lexus is250 convertible,is250 convertible
dallas,good,29-05-2022,10;02,,gas,32.9103,-96.7285,182400,grey,3600,full-size,salvage,automatic,sedan,2006 Mercedes C230,6,2006,Mercedes,Mercedes C230,C230
dallas,good,29-05-2022,10;00,,gas,33.2346,-97.1131,210000,white,1500,full-size,clean,automatic,pickup,2004 dodge ram 1500,8,2004,dodge,dodge ram 1500,ram 1500
dallas,like new,29-05-2022,09;53,rwd,gas,32.9682,-96.7942,88300,grey,8100,full-size,clean,automatic,sedan,2005 Jaguar XJL,8,2005,Jaguar,Jaguar XJL,XJL
dallas,excellent,29-05-2022,09;52,4wd,gas,38.614952,-121.271667,92000,,34999,,clean,automatic,truck,"2015 Toyota Tundra * 92,000",8,2015,Toyota,"Toyota Tundra * 92,000","Tundra * 92,000"
dallas,good,29-05-2022,09;49,,gas,32.69,-97.12,18096,,31990,,clean,automatic,sedan,2014 BMW 3 Series 335i xDrive Sedan,,2014,BMW,BMW 3 Series 335i xDrive Sedan,3 Series 335i xDrive Sedan
dallas,good,29-05-2022,09;48,fwd,gas,32.69,-97.12,35974,black,18990,,clean,other,hatchback,2013 FIAT 500 Abarth Hatchback 2D,,2013,FIAT,FIAT 500 Abarth Hatchback 2D,500 Abarth Hatchback 2D
dallas,good,29-05-2022,09;47,,gas,32.75,-97.33,7756,blue,47990,,clean,other,sedan,2021 Subaru WRX STI Sedan 4D,,2021,Subaru,Subaru WRX STI Sedan 4D,WRX STI Sedan 4D
dallas,good,29-05-2022,09;47,fwd,hybrid,32.75,-97.33,95731,black,20590,,clean,automatic,hatchback,2012 Lexus CT 200h Hatchback 4D,,2012,Lexus,Lexus CT 200h Hatchback 4D,CT 200h Hatchback 4D
dallas,good,29-05-2022,09;47,,gas,32.75,-97.33,78064,black,17990,,clean,automatic,other,2014 Subaru Forester 2.5i Sport,,2014,Subaru,Subaru Forester 2.5i Sport,Forester 2.5i Sport
dallas,good,29-05-2022,09;47,rwd,gas,32.75,-97.33,35005,white,31990,,clean,automatic,sedan,2017 Jaguar XF 35t Prestige Sedan 4D,6,2017,Jaguar,Jaguar XF 35t Prestige Sedan 4D,XF 35t Prestige Sedan 4D
dallas,good,29-05-2022,09;47,fwd,hybrid,32.69,-97.12,85903,silver,19990,,clean,automatic,sedan,2014 Toyota Prius v Three Wagon 4D,4,2014,Toyota,Toyota Prius v Three Wagon 4D,Prius v Three Wagon 4D
dallas,like new,29-05-2022,09;46,rwd,gas,32.9185,-96.6775,44000,white,17600,full-size,rebuilt,automatic,truck,2019 dodge ram,6,2019,dodge,dodge ram,ram
dallas,excellent,29-05-2022,09;45,,gas,32.7625,-96.8205,76000,,14500,,clean,automatic,convertible,2005 mercedes benz sl500,,2005,mercedes,mercedes benz sl500,benz sl500
dallas,,29-05-2022,09;45,4wd,other,32.95296,-96.832689,130918,red,42995,,clean,automatic,pickup,2013 FORD F-250,,2013,FORD,FORD F-250,F-250
dallas,excellent,29-05-2022,09;42,4wd,gas,38.614952,-121.271667,52000,,24999,,clean,automatic,SUV,2007 Cadillac Escalade ALL WHEEL *,8,2007,Cadillac,Cadillac Escalade ALL WHEEL *,Escalade ALL WHEEL *
dallas,like new,29-05-2022,09;39,fwd,gas,32.831,-96.7692,57532,red,22495,full-size,clean,automatic,sedan,2016 chevrolet malibu,4,2016,chevrolet,chevrolet malibu,malibu
dallas,like new,29-05-2022,09;35,fwd,gas,32.9185,-96.6775,40000,blue,17600,mid-size,rebuilt,automatic,sedan,2019 toyota camry,4,2019,toyota,toyota camry,camry
dallas,,29-05-2022,09;34,fwd,gas,32.775781,-96.809279,196700,,4619,,clean,manual,wagon,2013 Kia Soul,4,2013,Kia,Kia Soul,Soul
dallas,,29-05-2022,09;34,rwd,gas,32.775781,-96.809279,59200,blue,28200,,clean,automatic,truck,2016 Toyota Tacoma,6,2016,Toyota,Toyota Tacoma,Tacoma
dallas,,29-05-2022,09;34,rwd,gas,32.775781,-96.809279,80000,white,22933,,clean,automatic,SUV,2016 Jeep Grand Cherokee,6,2016,Jeep,Jeep Grand Cherokee,Grand Cherokee
dallas,,29-05-2022,09;34,fwd,gas,32.775781,-96.809279,95000,,16000,,clean,automatic,sedan,2011 Lexus ES 350,6,2011,Lexus,Lexus ES 350,ES 350
dallas,,29-05-2022,09;33,fwd,gas,32.775781,-96.809279,6400,silver,27069,,clean,automatic,sedan,2022 Hyundai Elantra,4,2022,Hyundai,Hyundai Elantra,Elantra
dallas,,29-05-2022,09;33,rwd,gas,32.775781,-96.809279,37305,silver,37500,,clean,automatic,sedan,2020 BMW 4 Series,4,2020,BMW,BMW 4 Series,4 Series
dallas,good,29-05-2022,09;31,fwd,gas,33.04,-96.98,5833,silver,24990,,clean,other,hatchback,2019 FIAT 500 Pop Hatchback 2D,,2019,FIAT,FIAT 500 Pop Hatchback 2D,500 Pop Hatchback 2D
dallas,,29-05-2022,09;33,fwd,gas,32.775781,-96.809279,29400,blue,25500,,clean,automatic,wagon,2019 Nissan Rogue Sport,4,2019,Nissan,Nissan Rogue Sport,Rogue Sport
dallas,,29-05-2022,09;33,4wd,gas,32.775781,-96.809279,9050,,69000,,clean,other,SUV,2018 Porsche Macan,6,2018,Porsche,Porsche Macan,Macan
dallas,,29-05-2022,09;33,rwd,gas,32.775781,-96.809279,76400,grey,32000,,clean,automatic,SUV,2017 Toyota 4Runner,6,2017,Toyota,Toyota 4Runner,4Runner
dallas,good,29-05-2022,09;31,fwd,hybrid,33.04,-96.98,59522,red,25990,,clean,other,sedan,2018 Chevrolet Volt LT Sedan 4D,,2018,Chevrolet,Chevrolet Volt LT Sedan 4D,Volt LT Sedan 4D
dallas,,29-05-2022,09;33,fwd,gas,32.775781,-96.809279,79500,,22479,,clean,automatic,sedan,2017 Audi A3 Sedan,4,2017,Audi,Audi A3 Sedan,A3 Sedan
dallas,,29-05-2022,09;33,4wd,gas,32.775781,-96.809279,83000,,27000,,clean,automatic,sedan,2014 Mercedes-Benz CLS Class,8,2014,Mercedes-Benz,Mercedes-Benz CLS Class,CLS Class
dallas,,29-05-2022,09;33,4wd,gas,32.775781,-96.809279,71000,grey,26000,,clean,automatic,SUV,2014 Land Rover Range Rover Evoque,4,2014,Land,Land Rover Range Rover Evoque,Rover Range Rover Evoque
dallas,,29-05-2022,09;32,rwd,gas,32.775781,-96.809279,149777,,11000,,clean,manual,coupe,2011 Ford Mustang,6,2011,Ford,Ford Mustang,Mustang
dallas,,29-05-2022,09;32,fwd,gas,32.775781,-96.809279,135404,red,6000,,clean,automatic,sedan,2008 Honda Accord,4,2008,Honda,Honda Accord,Accord
dallas,good,29-05-2022,09;31,rwd,gas,33.04,-96.98,20043,silver,26590,,clean,automatic,coupe,2015 Scion FR-S Coupe 2D,,2015,Scion,Scion FR-S Coupe 2D,FR-S Coupe 2D
dallas,,29-05-2022,09;32,4wd,gas,32.775781,-96.809279,81193,red,38660,,clean,other,truck,2017 Chevrolet Silverado 1500,8,2017,Chevrolet,Chevrolet Silverado 1500,Silverado 1500
dallas,,29-05-2022,09;32,fwd,gas,32.775781,-96.809279,110581,black,7379,,clean,automatic,sedan,2014 Chevrolet Spark,4,2014,Chevrolet,Chevrolet Spark,Spark
dallas,excellent,29-05-2022,09;32,4wd,gas,38.614952,-121.271667,75000,,34999,,clean,automatic,truck,2014 Toyota Tundra TSS OFF ROAD *,8,2014,Toyota,Toyota Tundra TSS OFF ROAD *,Tundra TSS OFF ROAD *
dallas,,29-05-2022,09;32,4wd,gas,32.775781,-96.809279,77071,,18000,,clean,other,SUV,2012 Acura MDX,6,2012,Acura,Acura MDX,MDX
dallas,,29-05-2022,09;32,rwd,gas,32.775781,-96.809279,73000,,15859,,clean,manual,coupe,2008 Ford Mustang,8,2008,Ford,Ford Mustang,Mustang
dallas,like new,29-05-2022,09;30,rwd,diesel,32.5283,-97.306,107000,,18995,,clean,automatic,,2001 Ford,8,2001,Ford,Ford,#VALUE!
dallas,like new,29-05-2022,09;30,fwd,gas,32.5316,-97.309,85000,white,24000,full-size,clean,automatic,truck,2014 ford f-150,6,2014,ford,ford f-150,f-150
dallas,good,29-05-2022,09;27,rwd,gas,32.75,-97.33,52317,white,29990,,clean,other,other,2011 Jaguar XK Convertible 2D,8,2011,Jaguar,Jaguar XK Convertible 2D,XK Convertible 2D
dallas,good,29-05-2022,09;27,,gas,32.75,-97.33,46559,silver,30590,,clean,automatic,wagon,2014 Volvo XC70 T6 Wagon 4D,,2014,Volvo,Volvo XC70 T6 Wagon 4D,XC70 T6 Wagon 4D
dallas,good,29-05-2022,09;27,fwd,gas,32.75,-97.33,35052,red,36990,,clean,automatic,other,2019 Volvo XC60 T5 Momentum Sport,,2019,Volvo,Volvo XC60 T5 Momentum Sport,XC60 T5 Momentum Sport
dallas,good,29-05-2022,09;27,fwd,gas,32.75,-97.33,31152,,18990,,clean,automatic,sedan,2017 Ford Fusion S Sedan 4D,,2017,Ford,Ford Fusion S Sedan 4D,Fusion S Sedan 4D
dallas,good,29-05-2022,09;25,,gas,32.69,-97.12,28628,brown,23990,,clean,other,other,2013 Toyota RAV4 XLE Sport Utility 4D,,2013,Toyota,Toyota RAV4 XLE Sport Utility 4D,RAV4 XLE Sport Utility 4D
dallas,good,29-05-2022,09;21,fwd,gas,32.69,-97.12,21148,silver,36990,,clean,other,van,2019 Toyota Sienna LE Minivan 4D,6,2019,Toyota,Toyota Sienna LE Minivan 4D,Sienna LE Minivan 4D
dallas,good,29-05-2022,09;21,,gas,32.69,-97.12,35752,,25590,,clean,automatic,sedan,2016 Audi A3 2.0T Premium Plus Sedan,,2016,Audi,Audi A3 2.0T Premium Plus Sedan,A3 2.0T Premium Plus Sedan
dallas,good,29-05-2022,09;21,fwd,electric,32.69,-97.12,35597,white,17990,,clean,other,hatchback,2014 Nissan LEAF SL Hatchback 4D,,2014,Nissan,Nissan LEAF SL Hatchback 4D,LEAF SL Hatchback 4D
dallas,good,29-05-2022,09;22,,gas,32.7515,-96.2831,5,blue,4550,,clean,automatic,truck,1986 chevy silverado K10,8,1986,chevy,chevy silverado K10,silverado K10
dallas,excellent,29-05-2022,09;22,4wd,gas,38.614952,-121.271667,34000,,199000,,clean,automatic,SUV,2019 Mercedes-Benz AMG G 63 G63 *,8,2019,Mercedes-Benz,Mercedes-Benz AMG G 63 G63 *,AMG G 63 G63 *
dallas,fair,29-05-2022,09;22,rwd,gas,32.7086,-96.7955,900000,custom,1500,full-size,clean,automatic,sedan,1990 chevy caprice classic,other,1990,chevy,chevy caprice classic,caprice classic
dallas,,29-05-2022,09;20,fwd,gas,33.367635,-96.962939,111365,white,15998,,clean,automatic,sedan,2018 Chevrolet Cruze,,2018,Chevrolet,Chevrolet Cruze,Cruze
dallas,good,29-05-2022,09;15,fwd,hybrid,32.85,-96.96,83805,silver,18990,,clean,automatic,hatchback,2015 Toyota Prius c Two Hatchback 4D,,2015,Toyota,Toyota Prius c Two Hatchback 4D,Prius c Two Hatchback 4D
dallas,,29-05-2022,09;17,rwd,gas,33.1548,-96.4992,89918,grey,11750,mid-size,rebuilt,automatic,,2015 2015 Infiniti Q40,6,2015,Infiniti,2015 Infiniti Q40,Infiniti Q40
dallas,,29-05-2022,09;12,,other,32.95296,-96.832689,31358,black,59995,,clean,automatic,truck,1993 HUMMER H1,,1993,HUMMER,HUMMER H1,H1
dallas,excellent,29-05-2022,09;12,4wd,gas,38.614952,-121.271667,86000,,24999,,clean,automatic,SUV,"2013 Jeep Wrangler Unlimited * 86,",6,2013,Jeep,"Jeep Wrangler Unlimited * 86,","Wrangler Unlimited * 86,"
dallas,good,29-05-2022,09;11,4wd,gas,32.8983,-96.1261,198651,white,8500,mid-size,clean,automatic,truck,2006 honda ridgeline,6,2006,honda,honda ridgeline,ridgeline
dallas,excellent,29-05-2022,09;03,4wd,gas,32.9284,-97.0951,150121,white,22000,full-size,clean,automatic,truck,2011 ford f150 platinum 4x4,8,2011,ford,ford f150 platinum 4x4,f150 platinum 4x4
dallas,excellent,29-05-2022,09;03,4wd,gas,38.614952,-121.271667,111000,,21999,,clean,automatic,truck,2013 Toyota Tacoma * LOW MILES *,4,2013,Toyota,Toyota Tacoma * LOW MILES *,Tacoma * LOW MILES *
dallas,good,29-05-2022,08;47,fwd,hybrid,33.04,-96.98,43469,,23990,,clean,automatic,hatchback,2014 Toyota Prius Plug-in Hybrid,,2014,Toyota,Toyota Prius Plug-in Hybrid,Prius Plug-in Hybrid
dallas,fair,29-05-2022,08;48,,gas,32.96,-96.8385,202000,red,2500,,clean,automatic,,2013 mitsubishi outlander,4,2013,mitsubishi,mitsubishi outlander,outlander
dallas,,29-05-2022,08;48,4wd,other,32.95296,-96.832689,67274,white,56995,,clean,automatic,pickup,2020 RAM 2500,,2020,RAM,RAM 2500,2500
dallas,good,29-05-2022,08;47,,gas,33.04,-96.98,93112,blue,15990,,clean,automatic,wagon,2010 Subaru Outback 2.5i Premium,,2010,Subaru,Subaru Outback 2.5i Premium,Outback 2.5i Premium
dallas,good,29-05-2022,08;47,,gas,33.04,-96.98,25062,white,36990,,clean,automatic,sedan,2014 Maserati Ghibli S Q4 Sedan 4D,6,2014,Maserati,Maserati Ghibli S Q4 Sedan 4D,Ghibli S Q4 Sedan 4D
dallas,good,29-05-2022,08;47,,gas,33.04,-96.98,45904,black,25990,,clean,automatic,sedan,2015 INFINITI Q50 3.7 Premium Sedan,6,2015,INFINITI,INFINITI Q50 3.7 Premium Sedan,Q50 3.7 Premium Sedan
dallas,excellent,29-05-2022,08;41,rwd,gas,32.5478,-98.3632,247000,red,3800,full-size,clean,automatic,SUV,1999 ford expedition,8,1999,ford,ford expedition,expedition
dallas,,29-05-2022,08;40,,gas,32.5773,-97.1416,54000,,6700,,clean,automatic,,1977 gmc,,1977,gmc,gmc,#VALUE!
dallas,good,29-05-2022,08;39,fwd,electric,32.69,-97.12,59495,white,15590,,clean,other,hatchback,2015 Nissan LEAF SL Hatchback 4D,,2015,Nissan,Nissan LEAF SL Hatchback 4D,LEAF SL Hatchback 4D
dallas,good,29-05-2022,08;39,fwd,gas,32.69,-97.12,37424,,21590,,clean,other,sedan,2016 Ford Taurus SEL Sedan 4D,6,2016,Ford,Ford Taurus SEL Sedan 4D,Taurus SEL Sedan 4D
dallas,good,29-05-2022,08;39,fwd,electric,32.69,-97.12,23162,blue,20990,,clean,other,sedan,2016 Volkswagen e-Golf SE Hatchback,,2016,Volkswagen,Volkswagen e-Golf SE Hatchback,e-Golf SE Hatchback
dallas,good,29-05-2022,08;39,,gas,32.749319,-97.261691,170000,white,16000,full-size,clean,automatic,truck,2012 ford f150,6,2012,ford,ford f150,f150
dallas,good,29-05-2022,08;37,rwd,gas,32.85,-96.96,29403,black,33990,,clean,automatic,other,2012 Mercedes-Benz SLK-Class SLK 350,6,2012,Mercedes-Benz,Mercedes-Benz SLK-Class SLK 350,SLK-Class SLK 350
dallas,good,29-05-2022,08;37,,gas,32.85,-96.96,79595,black,21590,,clean,automatic,coupe,2012 Audi TT Quattro Premium Plus,,2012,Audi,Audi TT Quattro Premium Plus,TT Quattro Premium Plus
dallas,good,29-05-2022,08;37,fwd,gas,32.85,-96.96,32854,white,29590,,clean,automatic,sedan,2018 Audi A3 Premium Plus Sedan 4D,,2018,Audi,Audi A3 Premium Plus Sedan 4D,A3 Premium Plus Sedan 4D
dallas,good,29-05-2022,08;35,,gas,32.75,-97.33,50327,white,27990,,clean,automatic,other,2013 Mercedes-Benz M-Class ML 350,6,2013,Mercedes-Benz,Mercedes-Benz M-Class ML 350,M-Class ML 350
dallas,good,29-05-2022,08;35,,gas,32.75,-97.33,72456,,22590,,clean,automatic,hatchback,2017 MINI Clubman Cooper S ALL4,,2017,MINI,MINI Clubman Cooper S ALL4,Clubman Cooper S ALL4
dallas,good,29-05-2022,08;33,,gas,32.85,-96.96,20403,white,30590,,clean,other,pickup,2014 Toyota Tacoma Double Cab Pickup,,2014,Toyota,Toyota Tacoma Double Cab Pickup,Tacoma Double Cab Pickup
dallas,good,29-05-2022,08;31,4wd,gas,32.9522,-96.6654,200000,black,9400,,clean,automatic,pickup,2006 chevrolet silverado 1500 z71 4x4,8,2006,chevrolet,chevrolet silverado 1500 z71 4x4,silverado 1500 z71 4x4
dallas,like new,29-05-2022,08;23,fwd,gas,32.8582,-97.0832,52000,white,13499,full-size,clean,automatic,SUV,2017 chevrolet equinox lt,4,2017,chevrolet,chevrolet equinox lt,equinox lt
dallas,good,29-05-2022,08;14,rwd,gas,32.4488,-97.7285,120000,white,9750,,clean,automatic,van,1992 Ford Van,8,1992,Ford,Ford Van,Van
dallas,good,29-05-2022,08;13,rwd,gas,33.04,-96.98,47559,,28590,,clean,other,sedan,2017 Alfa Romeo Giulia Ti Sedan 4D,,2017,Alfa,Alfa Romeo Giulia Ti Sedan 4D,Romeo Giulia Ti Sedan 4D
dallas,good,29-05-2022,08;11,4wd,gas,33.04,-96.98,1918,,50990,,clean,other,other,2022 Toyota 4Runner TRD Sport SUV 4D,6,2022,Toyota,Toyota 4Runner TRD Sport SUV 4D,4Runner TRD Sport SUV 4D
dallas,excellent,29-05-2022,07;57,rwd,gas,32.4488,-97.7285,120000,white,29500,,clean,automatic,other,2005 Ford Great Wezt,10,2005,Ford,Ford Great Wezt,Great Wezt
dallas,good,29-05-2022,07;51,fwd,gas,32.936609,-96.746401,121075,blue,4900,mid-size,rebuilt,automatic,SUV,2007 mazda cx7 grand touring,4,2007,mazda,mazda cx7 grand touring,cx7 grand touring
dallas,good,29-05-2022,07;50,rwd,electric,32.75,-97.33,50429,white,22590,,clean,other,hatchback,2015 BMW i3 Range Extender Hatchback,,2015,BMW,BMW i3 Range Extender Hatchback,i3 Range Extender Hatchback
dallas,good,29-05-2022,07;50,fwd,electric,32.75,-97.33,23040,blue,20590,,clean,other,sedan,2016 Volkswagen e-Golf SE Hatchback,,2016,Volkswagen,Volkswagen e-Golf SE Hatchback,e-Golf SE Hatchback
dallas,good,29-05-2022,07;49,,gas,32.6254,-97.3658,85600,blue,22000,full-size,clean,automatic,SUV,2013 Mercedes benz 2013 Gl 450,6,2013,Mercedes,Mercedes benz 2013 Gl 450,benz 2013 Gl 450
dallas,good,29-05-2022,07;46,,gas,32.69,-97.12,29981,blue,25990,,clean,automatic,wagon,2015 Subaru Outback 2.5i Premium,,2015,Subaru,Subaru Outback 2.5i Premium,Outback 2.5i Premium
dallas,excellent,29-05-2022,07;33,,gas,33.8931,-98.5343,90000,,2500,,clean,manual,,2006 chevy aveo,,2006,chevy,chevy aveo,aveo
dallas,like new,29-05-2022,07;32,4wd,diesel,32.6641,-96.8567,872000,red,75000,full-size,clean,manual,truck,2015 freightliner cascadia,,2015,freightliner,freightliner cascadia,cascadia
dallas,good,29-05-2022,07;30,,gas,33.04,-96.98,26681,black,38990,,clean,other,sedan,2019 Volvo S60 T6 Inscription Sedan,,2019,Volvo,Volvo S60 T6 Inscription Sedan,S60 T6 Inscription Sedan
dallas,good,29-05-2022,07;15,fwd,gas,32.69,-97.12,84513,blue,19990,,clean,other,hatchback,2013 Ford Focus ST Hatchback 4D,,2013,Ford,Ford Focus ST Hatchback 4D,Focus ST Hatchback 4D
